Province,Participant,Audio,Clip,question_s,question_e,Spanish
BA,IW - P10BA clip 4.wav.mp3,clip 4,¿Te gusta vivir aquí o te gusatría salir del país?,,,
BA,IW - P10BA clip 5.wav.mp3,clip 5,¿Hay algo de esta ciudad en particular con lo que te identifiques más?,,,
BA,IW - P10BA clip 6.wav.mp3,clip 6,¿Cómo crees tú que las otras personas ven a los costeños? ,,,
BA,IW - P10BA clip 7.wav.mp3,clip 7,¿Cómo describes tu personalidad? ¿Te consideras una persona hogareña…?,,,
BA,IW - P11BA clip 1.wav.mp3,clip 1,¿Cuál de los dos idiomas te gusta más?,,,
BA,IW - P11BA clip 2.wav.mp3,clip 2,¿Pero cuál te gusta más el inglés o el francés?,,,
BA,IW - P11BA clip 3.wav.mp3,clip 3,¿Por qué te gusta tu actual profesora de francés?,,,
BA,IW - P11BA clip 4.wav.mp3,clip 4,¿Cuál es un recuerdo que te viene a la mente cuando piensas en tu profesora anterior de francés?,,,
BA,IW - P11BA clip 5.wav.mp3,clip 5,¿En un futuro piensas que vas a estar aquí o piensas que vas a ir a otro lugar?,,,
BA,IW - P11BA clip 6.wav.mp3,clip 6,¿Hay algo de esta ciudad en particular con lo que te identifiques más?,,,
BA,IW - P11BA clip 7.wav.mp3,clip 7,¿Cuál es la diferencia entre nosotros que somos calidos aquí en Barranquilla y otras personas de otras ciudades en Colombia?,,,
BA,IW - P11BA clip 8.wav.mp3,clip 8,¿Cómo describes tu personalidad?,,,
BA,IW - P12BA clip 1.wav.mp3,clip 1,¿Tu carrera es nutrición e idiomas?,,,
BA,IW - P12BA clip 2.wav.mp3,clip 2,¿Por qué te gusta el francés?,,,
BA,IW - P12BA clip 3.wav.mp3,clip 3,¿Cuál sería tu plan para el futuro con el francés?,,,
BA,IW - P12BA clip 4.wav.mp3,clip 4,¿Y que harías con la nutrición?,,,
BA,IW - P12BA clip 5.wav.mp3,clip 5,"¿Y también trabajar en los planes nutricionales, no?",,,
BA,IW - P12BA clip 6.wav.mp3,clip 6,¿Cuántos semestres de nutrición son?,,,
BA,IW - P12BA clip 7.wav.mp3,clip 7,¿Cómo vas a hacer con las prácticas y las clases?,,,
BA,IW - P12BA clip 8.wav.mp3,clip 8,¿Dónde aprendiste inglés?,,,
BA,IW - P12BA clip 9.wav.mp3,clip 9,¿Qué palabra usarías para describirte como costeño?,,,
BA,IW - P13BA clip 1.wav.mp3,clip 1,¿Te gustan las lenguas?,,,
BA,IW - P13BA clip 10.wav.mp3,clip 10,¿Quieres aprender los idiomas porque quieres ser profesor o por algo más?,,,
BA,IW - P13BA clip 11.wav.mp3,clip 11,¿Entonces tus planes a futuro es enseñar pero no idiomas sino en el idioma?,,,
BA,IW - P13BA clip 2.wav.mp3,clip 2,¿Tienes algún recuerdo bueno o malo de cuando estabas en el colegio?,,,
BA,IW - P13BA clip 3.wav.mp3,clip 3,¿sí? Cuentame más sobre ese recuerdo,,,
BA,IW - P13BA clip 4.wav.mp3,clip 4,¿Aprendiste a contar en inglés en el colegio entonces?,,,
BA,IW - P13BA clip 5.wav.mp3,clip 5,¿Quién te enseñó? ¿Consideras que ese es tu profesor favorito?,,,
BA,IW - P13BA clip 6.wav.mp3,clip 6,¿Cómo describes a tus amigos?,,,
BA,IW - P13BA clip 7.wav.mp3,clip 7,Sigue hablando de los amigos,,,
BA,IW - P13BA clip 8.wav.mp3,clip 8,"¿Crees que son como esas personas que cualquier persona diría ""tiene personalidad costeña""?",,,
BA,IW - P13BA clip 9.wav.mp3,clip 9,¿Tienen diferencia ustedes?,,,
BA,IW - P14BA clip 1.wav.mp3,clip 1,¿Por qué te llama Sheshy tu hermanita? ,,,
BA,IW - P14BA clip 2.wav.mp3,clip 2,"¿Por qué Chelsey, de la ciudad, del equipo?",,,
BA,IW - P14BA clip 3.wav.mp3,clip 3,¿Qué te gusta de la universidad o de la carrera?,,,
BA,IW - P14BA clip 4.wav.mp3,clip 4,¿Quiénes han sido tus profesores en francés?,,,
BA,IW - P14BA clip 5.wav.mp3,clip 5,¿Tienes algún plan a futuro con el francés o con la carrera? ¿Estudiar o vivir allá?,,,
BA,IW - P14BA clip 6.wav.mp3,clip 6,¿Tienes algún buen recuerdo con esa profesora de francés? ,,,
BA,IW - P14BA clip 7.wav.mp3,clip 7,¿Qué te gusta de Barranquilla?,,,
BA,IW - P14BA clip 8.wav.mp3,clip 8,¿Crees que hay diferencias entre regiones o ciudades?,,,
BA,IW - P15BA clip 1 .wav.mp3,clip 1,¿Tienes algún plan para el futuro? ¿Algo que quieras hacer?,,,
BA,IW - P15BA clip 2.wav.mp3,clip 2,¿Quién era tu profesor favorito cuando estabas en el colegio?,,,
BA,IW - P15BA clip 3.wav.mp3,clip 3,¿Has vivido en otra parte de Colombia?,,,
BA,IW - P15BA clip 4.wav.mp3,clip 4,¿Cuál es la diferencia entre Bogotá y Barranquilla?,,,
BA,IW - P15BA clip 5.wav.mp3,clip 5,¿Cómo son las personas de Bogotá y de Barranquilla?,,,
BA,IW - P15BA clip 6.wav.mp3,clip 6,"¿Según tú, qué es lo que piensan los cachacos de los costeños?",,,
BA,IW - P15BA clip 7.wav.mp3,clip 7,¿Qué crees tú que debería saber un extranjero sobre Colombia?,,,
BA,IW - P16BA clip 1.wav.mp3,clip 1,¿Tienes algún apodo? ¿Por qué?,,,
BA,IW - P16BA clip 2.wav.mp3,clip 2,¿Por cuánto tiempo estás incapacitado?,,,
BA,IW - P16BA clip 3.wav.mp3,clip 3,¿Cómo te sientes?,,,
BA,IW - P16BA clip 4.wav.mp3,clip 4,¿Puedes cargar a tu hijo?,,,
BA,IW - P16BA clip 5.wav.mp3,clip 5,¿Qué fue lo que te pasó?,,,
BA,IW - P16BA clip 6.wav.mp3,clip 6,¿A qué te dedicas y qué estudiaste?,,,
BA,IW - P16BA clip 7.wav.mp3,clip 7,¿Cómo conociste a tu profesor favorito?,,,
BA,IW - P16BA clip 8.wav.mp3,clip 8,¿Cuál era tu profesor menos favorito?,,,
BA,IW - P17BA clip 1.wav.mp3,clip 1,¿A qué se dedica?,,,
BA,IW - P17BA clip 10.wav.mp3,clip 10,¿Qué es lo que más te gusta de tu negocio?,,,
BA,IW - P17BA clip 2.wav.mp3,clip 2,¿Tienes algún plan para el futuro?,,,
BA,IW - P17BA clip 3.wav.mp3,clip 3,¿Siempre has querido viajar?,,,
BA,IW - P17BA clip 4.wav.mp3,clip 4,¿Tienes algún buen recuerdo de cuando estabas pequeña?,,,
BA,IW - P17BA clip 5.wav.mp3,clip 5,¿Qué opinas de tu ciudad?,,,
BA,IW - P17BA clip 6.wav.mp3,clip 6,¿Qué haces con tu familia en tu tiempo libre?,,,
BA,IW - P17BA clip 7.wav.mp3,clip 7,¿Qué hacen cuando van a la playa?,,,
BA,IW - P17BA clip 8.wav.mp3,clip 8,¿Crees que el hecho de estar en familia es algo culturalmente de costeños o de todos los colombianos?,,,
BA,IW - P17BA clip 9.wav.mp3,clip 9,¿Qué debería saber un extranjero sobre Colombia?,,,
BA,IW - P18BA clip 1.wav.mp3,clip 1,¿Qué planes tiene para el futuro?,,,
BA,IW - P18BA clip 2.wav.mp3,clip 2,¿A dónde te gustaría ir?,,,
BA,IW - P18BA clip 3.wav.mp3,clip 3,¿Has ido alguna vez o has visto fotos?,,,
BA,IW - P18BA clip 4.wav.mp3,clip 4,"¿Tu prima vive allá, cierto? ¿Ella te manda videos y fotos?",,,
BA,IW - P18BA clip 5.wav.mp3,clip 5,¿Cuál sería la diferencia de vivir en Canadá y Colombia? ,,,
BA,IW - P18BA clip 6.wav.mp3,clip 6,¿Cuál sería una diferencia entre los canadiences y los barranquilleros o colombianos?,,,
BA,IW - P18BA clip 7.wav.mp3,clip 7,¿Qué querías hacer cuando estabas niña? ¿Tenías el mismo sueño de viajar?,,,
BA,IW - P18BA clip 8.wav.mp3,clip 8,¿Cómo nos ven los paisas u otras regiones a nosotros los costeños?,,,
BA,IW - P18BA clip 9.wav.mp3,clip 9,¿Qué le dirías a un extranjero sobre Colombia?,,,
BA,IW - P19BA clip 1.wav.mp3,clip 1,¿Por qué tienes ese apodo?,,,
BA,IW - P19BA clip 2.wav.mp3,clip 2,¿Qué es lo bueno de trabajar como independiente?,,,
BA,IW - P19BA clip 3.wav.mp3,clip 3,¿Normalmente trabajas mucho o poco?,,,
BA,IW - P19BA clip 4.wav.mp3,clip 4,¿Cuál es la diferencia entre vivir aquí en Barranquilla y Panamá?,,,
BA,IW - P19BA clip 5.wav.mp3,clip 5,¿Tienes algún plan de qué hacer allá? ¿Cuándo estabas pequeño también tenías ese plan?,,,
BA,IW - P19BA clip 6.wav.mp3,clip 6,¿Qué crees que vas a encontrar en Panamá que no tienes aquí en Barranquilla?,,,
BA,IW - P19BA clip 7.wav.mp3,clip 7,¿Por qué crees que hay mucha violencia e inseguridad aquí en Colombia?,,,
BA,IW - P19BA clip 8.wav.mp3,clip 8,¿Por qué en Panamá no sucede? Por el gobierno…,,,
BA,IW - P19BA clip 9.wav.mp3,clip 9,¿Qué le dirías a un extranjero si viene a Colombia?,,,
BA,IW - P1BA clip 1.wav.mp3,clip 1,¿Has ido a alguna otra ciudad aquí en Colombia? ¿Ha dónde has ido?,Have you been to any other cities here in Colombia? Where have you been?,,
BA,IW - P1BA clip 2.wav.mp3,clip 2,¿Qué le dirías a un extranjero sobre Colombia?,What would you tell a foreigner about Colombia?,,
BA,IW - P2BA clip 1.wav.mp3,clip 1,¿Te colocaban otro tipo de castigo en casa por portarte mal?,Did you get any other kind of punishment at home for misbehaving?,,
BA,IW - P2BA clip 2.wav.mp3,clip 2,¿Y eso mismo haces con tus hijos?,And you do the same with your children?,,
BA,IW - P2BA clip 3.wav.mp3,clip 3,¿Qué es algo en particular de la región Caribe o de la ciudad con lo que tú te identificas?,What is something particular about the Caribbean region or the city that you identify with?,,
BA,IW - P2BA clip 4.wav.mp3,clip 4,¿Qué crees tú que debería saber un extranjero sobre Colombia?,What do you think a foreigner should know about Colombia?,,
BA,IW - P3BA clip 1.wav.mp3,clip 1,¿Tiene algún plan para el futuro?,Do you have any plans for the future?,,
BA,IW - P3BA clip 2.wav.mp3,clip 2,¿Tiene alguna parte favorita del negocio? ¿Algo que le guste del negocio?,Do you have any favorite parts of the business? Anything you enjoy about it?,,
BA,IW - P3BA clip 3 .wav.mp3,clip 3,¿Tiene algún recuerdo memorable de cuando ha ido a hacer compra u organizando la tienda?,Do you have any memorable memories from shopping or organizing the store?,,
BA,IW - P3BA clip 4.wav.mp3,clip 4,¿Usted qué opina de esta ciudad? ¿Siempre ha vivido aquí en esta ciudad?,What do you think of this city? Have you always lived here in this city?,,
BA,IW - P3BA clip 5.wav.mp3,clip 5,"Aunque haya cosas que no le gusta como la inseguridad, el microtrafico, tiene que haber algo que le guste","Even though there are things you don’t like, such as insecurity or drug dealing, there has to be something you do like",,
BA,IW - P3BA clip 6.wav.mp3,clip 6,¿Qué le gusta hacer con sus amigos o con su familia?,What do you like to do with your friends or with your family?,,
BA,IW - P3BA clip 7.wav.mp3,clip 7,¿Hay algo de esta ciudad en particular con lo que usted se identifique más?,Is there something in particular about this city that you identify with the most?,,
BA,IW - P3BA clip 8.wav.mp3,clip 8,¿Qué cree usted que deberían saber los extranjeros sobre Colombia?,What do you think foreigners should know about Colombia?,,
BA,IW - P4BA clip 1.wav.mp3,clip 1,¿Y has pensado en qué tipo de trabajo quieres realizar? (Planes y proyectos para el futuro),And have you thought about what kind of work you would like to do? (Plans and projects for the future),,
BA,IW - P4BA clip 2.wav.mp3,clip 2,¿Tienes un tipo de negocios favorito?,Do you have a favorite type of business?,,
BA,IW - P4BA clip 3.wav.mp3,clip 3,¿Tienes algún recuerdo de la universidad o del colegio bueno que te impulse a hacer algún negocio o que sea bueno que te haga sonreir?,"Do you have any good memory from university or school that motivates you to start a business, or that is simply a nice memory that makes you smile?",,
BA,IW - P4BA clip 4.wav.mp3,clip 4,¿No habían como clases extracurriculares de negocios?,Weren’t there extracurricular business classes?,,
BA,IW - P4BA clip 5.wav.mp3,clip 5,¿Qué es lo que más te gusta de vivir aquí?,,,
BA,IW - P4BA clip 6.wav.mp3,clip 6,¿Hay algo de esta ciudad en particular con lo que usted se identifique más? ,,,
BA,IW - P4BA clip 7.wav.mp3,clip 7,"¿Cómo crees tú que la gente del interior te ve a ti por ser de esta región? Los paises, vallunos, rolos, ...",,,
BA,IW - P5BA clip 1 .wav.mp3,clip 1,¿Tienes algún plan para el futuro?,,,
BA,IW - P5BA clip 2 .wav.mp3,clip 2,¿Cuándo estabas en el colegio o en la universidad tenías algún profesor favorito?,,,
BA,IW - P5BA clip 3.wav.mp3,clip 3,¿Cómo describirías a ese profesor?,,,
BA,IW - P5BA clip 4.wav.mp3,clip 4,¿Tienes algún buen recuerdo de ese profesor de educación física o el de matemáticas? ,,,
BA,IW - P5BA clip 5.wav.mp3,clip 5,¿Qué es algo en particular de la región Caribe o de la ciudad con lo que tú te identificas más?,,,
BA,IW - P5BA clip 6.wav.mp3,clip 6,¿Tienes amigos o personas que conozcas que son de oras ciudades o regiones? ¿Crees que ellos tienen una cultura o una identidad diferente a la tuya?,,,
BA,IW - P5BA clip 7.wav.mp3,clip 7,¿Qué crees tú que los extranjeros deberían saber sobre Colombia?,,,
BA,IW - P6BA clip 1.wav.mp3,clip 1,¿Por qué te gusta ese profesor?,,,
BA,IW - P6BA clip 10.wav.mp3,clip 10,¿Tienes algún plan para el futuro?,,,
BA,IW - P6BA clip 11.wav.mp3,clip 11,¿Y no sabes en qué país o en qué te quieres especializar? ,,,
BA,IW - P6BA clip 2.wav.mp3,clip 2,"¿Tienes algún recuerdo de la clases que digas ""wow, me gustó esto porque hicimos esto""?",,,
BA,IW - P6BA clip 3.wav.mp3,clip 3,¿Y de dónde eran tus compañeros en ese grupo?,,,
BA,IW - P6BA clip 4.wav.mp3,clip 4,"¿Y entre la persona que era de Valledupar y tú, tenían alguna diferencia o similitud?",,,
BA,IW - P6BA clip 5.wav.mp3,clip 5,¿Qué te gusta de vivir aquí en Barranquilla?,,,
BA,IW - P6BA clip 6.wav.mp3,clip 6,¿Qué te gusta hacer con tus amigos?,,,
BA,IW - P6BA clip 7.wav.mp3,clip 7,¿Qué es lo más divertido que haces con tu familia y que no haces con tus amigos?,,,
BA,IW - P6BA clip 8.wav.mp3,clip 8,"¿Sientes que tienes algo en particular que te identifique por ser de esta región de esta ciudad a ti y a tus amigos, a tus familiares?",,,
BA,IW - P6BA clip 9.wav.mp3,clip 9,¿Será que tienes algún interés o algún pasatiempos que otras personas no lo tengan o no lo vean normal?,,,
BA,IW - P7BA clip 1.wav.mp3,clip 1,¿Tienes algún apodo o nombre que prefieras?,,,
BA,IW - P7BA clip 10.wav.mp3,clip 10,¿Cómo te va este semestre y qué estudias?,,,
BA,IW - P7BA clip 11.wav.mp3,clip 11,¿Cómo eran los semestres anteriores?,,,
BA,IW - P7BA clip 12.wav.mp3,clip 12,¿Cuáles son tus planes a futuro?,,,
BA,IW - P7BA clip 2.wav.mp3,clip 2,¿El diplomado en qué lo vas a hacer?,,,
BA,IW - P7BA clip 3.wav.mp3,clip 3,¿Tienes o has tenido algún profesor favorito? ¿Por qué?,,,
BA,IW - P7BA clip 4.wav.mp3,clip 4,¿Cuál es la diferencia entre tú y ella?,,,
BA,IW - P7BA clip 5.wav.mp3,clip 5,¿Cómo describes tu personalidad?,,,
BA,IW - P7BA clip 6.wav.mp3,clip 6,¿Cómo la describes a ella?,,,
BA,IW - P7BA clip 7.wav.mp3,clip 7,¿Tú naciste aquí en Barranquilla?,,,
BA,IW - P7BA clip 8.wav.mp3,clip 8,¿Cuál sería la diferencia entre las personas de Sincelejo y las personas de aquí de Barranquilla?,,,
BA,IW - P7BA clip 9.wav.mp3,clip 9,¿Qué crees tú que deberían saber los extranjeros sobre Colombia o los colombianos?,,,
BA,IW - P8BA clip 1.wav.mp3,clip 1,¿Cuándo te presentas dices tu apodo o tu nombre?,,,
BA,IW - P8BA clip 10.wav.mp3,clip 10,¿Qué estás estudiando aquí en la universidad y cómo te va?,,,
BA,IW - P8BA clip 2.wav.mp3,clip 2,¿Tienes algún profesor favorito en francés o no tienes? El francés es el idioma favorito de ella,,,
BA,IW - P8BA clip 3.wav.mp3,clip 3,¿Qué libros están leyendo con el profesor de inglés?,,,
BA,IW - P8BA clip 4.wav.mp3,clip 4,¿Tienes algún recuerdo memorable del colegio o de la universidad?,,,
BA,IW - P8BA clip 5.wav.mp3,clip 5,¿Piensas que en el futuro te vas a quedar aquí o vas a salir del país?,,,
BA,IW - P8BA clip 6.wav.mp3,clip 6,¿A dónde te gustaría ir?,,,
BA,IW - P8BA clip 7.wav.mp3,clip 7,¿Quieres enseñar francés cuando termines?,,,
BA,IW - P8BA clip 8.wav.mp3,clip 8,¿Por qué no te gustaría vivir en tu ciudad actual?,,,
BA,IW - P8BA clip 9.wav.mp3,clip 9,¿Cómo defines tu personalidad?,,,
BA,IW - P9BA clip 1.wav.mp3,clip 1,¿Tienes algún plan a futuro con esa carrera?,,,
BA,IW - P9BA clip 2.wav.mp3,clip 2,¿Tienes algún profesor favorito en la universidad?,,,
BA,IW - P9BA clip 3.wav.mp3,clip 3,¿Cuándo te mudaste a Barranquilla y por qué?,,,
BA,IW - P9BA clip 4.wav.mp3,clip 4,¿Te gusta Barranquilla?,,,
BA,IW - P9BA clip 5.wav.mp3,clip 5,¿Cuál es la diferencia entre las personas de Ibagué y las de aquí de Barranquilla?,,,
BA,IW - P9BA clip 6 .wav.mp3,clip 6,¿Crees que el hecho de que eres introvertida es una barrera para conseguir amigos o te abre posibilidades?,,,
BA,IW - P9BA clip 7.wav.mp3,clip 7,¿Qué hacen las personas cuando te escuchan hablar? ¿Saben que no eres de Barranquilla?,,,
BA,IW - P9BA clip 8.wav.mp3,clip 8,¿Cómo crees tú que las otras personas ven a los costeños? Teniendo en cuenta que no eres de aquí pero has estado viviendo por 3 años en la ciudad.,,,
BA,IW - P9BA clip 9.wav.mp3,clip 9,¿Qué le dirías a un extranjero sobre Colombia?,,,
